start_borough,end_borough,hour,total_num_trips,route
Manhattan,Brooklyn,8,972,Manhattan_to_Brooklyn
Manhattan,Brooklyn,9,1148,Manhattan_to_Brooklyn
Manhattan,Brooklyn,10,1280,Manhattan_to_Brooklyn
Manhattan,Brooklyn,11,1667,Manhattan_to_Brooklyn
Manhattan,Brooklyn,12,1930,Manhattan_to_Brooklyn
Manhattan,Brooklyn,13,2170,Manhattan_to_Brooklyn
Manhattan,Brooklyn,14,2406,Manhattan_to_Brooklyn
Manhattan,Brooklyn,15,2522,Manhattan_to_Brooklyn
Manhattan,Brooklyn,16,3184,Manhattan_to_Brooklyn
Manhattan,Brooklyn,17,6148,Manhattan_to_Brooklyn
Manhattan,Brooklyn,18,6964,Manhattan_to_Brooklyn
Manhattan,Brooklyn,19,4463,Manhattan_to_Brooklyn
Manhattan,Brooklyn,20,2947,Manhattan_to_Brooklyn
Manhattan,Brooklyn,21,1926,Manhattan_to_Brooklyn
Manhattan,Brooklyn,22,1516,Manhattan_to_Brooklyn
Manhattan,Brooklyn,23,1012,Manhattan_to_Brooklyn
Manhattan,Manhattan,0,15727,Manhattan_to_Manhattan
Manhattan,Manhattan,1,8846,Manhattan_to_Manhattan
Manhattan,Manhattan,2,5522,Manhattan_to_Manhattan
Manhattan,Manhattan,3,3330,Manhattan_to_Manhattan
Manhattan,Manhattan,4,3534,Manhattan_to_Manhattan
Manhattan,Manhattan,5,10126,Manhattan_to_Manhattan
Manhattan,Manhattan,6,31602,Manhattan_to_Manhattan
Manhattan,Manhattan,7,63318,Manhattan_to_Manhattan
Manhattan,Manhattan,8,106746,Manhattan_to_Manhattan
Manhattan,Manhattan,9,91194,Manhattan_to_Manhattan
Manhattan,Manhattan,10,70352,Manhattan_to_Manhattan
Manhattan,Manhattan,11,75613,Manhattan_to_Manhattan
Manhattan,Manhattan,12,86694,Manhattan_to_Manhattan
Manhattan,Manhattan,13,91581,Manhattan_to_Manhattan
Manhattan,Manhattan,14,94775,Manhattan_to_Manhattan
Manhattan,Manhattan,15,98400,Manhattan_to_Manhattan
Manhattan,Manhattan,16,115398,Manhattan_to_Manhattan
Manhattan,Manhattan,17,157352,Manhattan_to_Manhattan
Manhattan,Manhattan,18,146422,Manhattan_to_Manhattan
Manhattan,Manhattan,19,107654,Manhattan_to_Manhattan
Manhattan,Manhattan,20,78372,Manhattan_to_Manhattan
Manhattan,Manhattan,21,52856,Manhattan_to_Manhattan
Manhattan,Manhattan,22,38520,Manhattan_to_Manhattan
Manhattan,Manhattan,23,25764,Manhattan_to_Manhattan
Manhattan,Queens,0,124,Manhattan_to_Queens
Manhattan,Queens,1,54,Manhattan_to_Queens
Manhattan,Queens,2,40,Manhattan_to_Queens
Manhattan,Queens,3,30,Manhattan_to_Queens
Manhattan,Queens,4,17,Manhattan_to_Queens
Manhattan,Queens,5,23,Manhattan_to_Queens
Manhattan,Queens,6,45,Manhattan_to_Queens
Manhattan,Queens,7,178,Manhattan_to_Queens
Manhattan,Queens,8,165,Manhattan_to_Queens
Manhattan,Queens,9,149,Manhattan_to_Queens
Manhattan,Queens,10,161,Manhattan_to_Queens
Manhattan,Queens,11,194,Manhattan_to_Queens
Manhattan,Queens,12,248,Manhattan_to_Queens
Manhattan,Queens,13,281,Manhattan_to_Queens
Manhattan,Queens,14,270,Manhattan_to_Queens
Manhattan,Queens,15,365,Manhattan_to_Queens
Manhattan,Queens,16,504,Manhattan_to_Queens
Manhattan,Queens,17,973,Manhattan_to_Queens
Manhattan,Queens,18,929,Manhattan_to_Queens
Manhattan,Queens,19,639,Manhattan_to_Queens
Manhattan,Queens,20,413,Manhattan_to_Queens
Manhattan,Queens,21,274,Manhattan_to_Queens
Manhattan,Queens,22,220,Manhattan_to_Queens
Manhattan,Queens,23,210,Manhattan_to_Queens
Queens,Brooklyn,0,87,Queens_to_Brooklyn
Queens,Brooklyn,1,49,Queens_to_Brooklyn
Queens,Brooklyn,2,13,Queens_to_Brooklyn
Queens,Brooklyn,3,7,Queens_to_Brooklyn
Queens,Brooklyn,4,8,Queens_to_Brooklyn
Queens,Brooklyn,5,28,Queens_to_Brooklyn
Queens,Brooklyn,6,43,Queens_to_Brooklyn
Queens,Brooklyn,7,76,Queens_to_Brooklyn
Queens,Brooklyn,8,165,Queens_to_Brooklyn
Queens,Brooklyn,9,228,Queens_to_Brooklyn
Queens,Brooklyn,10,213,Queens_to_Brooklyn
Queens,Brooklyn,11,302,Queens_to_Brooklyn
Queens,Brooklyn,12,386,Queens_to_Brooklyn
Queens,Brooklyn,13,363,Queens_to_Brooklyn
Queens,Brooklyn,14,356,Queens_to_Brooklyn
Queens,Brooklyn,15,390,Queens_to_Brooklyn
Queens,Brooklyn,16,513,Queens_to_Brooklyn
Queens,Brooklyn,17,827,Queens_to_Brooklyn
Queens,Brooklyn,18,891,Queens_to_Brooklyn
Queens,Brooklyn,19,622,Queens_to_Brooklyn
Queens,Brooklyn,20,389,Queens_to_Brooklyn
Queens,Brooklyn,21,237,Queens_to_Brooklyn
Queens,Brooklyn,22,188,Queens_to_Brooklyn
Queens,Brooklyn,23,151,Queens_to_Brooklyn
Queens,Manhattan,0,47,Queens_to_Manhattan
Queens,Manhattan,1,24,Queens_to_Manhattan
Queens,Manhattan,2,11,Queens_to_Manhattan
Queens,Manhattan,3,25,Queens_to_Manhattan
Queens,Manhattan,4,33,Queens_to_Manhattan
Queens,Manhattan,5,77,Queens_to_Manhattan
Queens,Manhattan,6,198,Queens_to_Manhattan
Queens,Manhattan,7,397,Queens_to_Manhattan
Queens,Manhattan,8,687,Queens_to_Manhattan
Queens,Manhattan,9,533,Queens_to_Manhattan
Queens,Manhattan,10,354,Queens_to_Manhattan
Queens,Manhattan,11,287,Queens_to_Manhattan
Queens,Manhattan,12,307,Queens_to_Manhattan
Queens,Manhattan,13,303,Queens_to_Manhattan
Queens,Manhattan,14,323,Queens_to_Manhattan
Queens,Manhattan,15,338,Queens_to_Manhattan
Queens,Manhattan,16,333,Queens_to_Manhattan
Queens,Manhattan,17,433,Queens_to_Manhattan
Queens,Manhattan,18,372,Queens_to_Manhattan
Queens,Manhattan,19,253,Queens_to_Manhattan
Queens,Manhattan,20,189,Queens_to_Manhattan
Queens,Manhattan,21,153,Queens_to_Manhattan
Queens,Manhattan,22,130,Queens_to_Manhattan
Queens,Manhattan,23,66,Queens_to_Manhattan
Queens,Queens,0,742,Queens_to_Queens
Queens,Queens,1,431,Queens_to_Queens
Queens,Queens,2,223,Queens_to_Queens
Queens,Queens,3,157,Queens_to_Queens
Queens,Queens,4,194,Queens_to_Queens
Queens,Queens,5,465,Queens_to_Queens
Queens,Queens,6,849,Queens_to_Queens
Queens,Queens,7,1719,Queens_to_Queens
Queens,Queens,8,2855,Queens_to_Queens
Queens,Queens,9,2460,Queens_to_Queens
Queens,Queens,10,2206,Queens_to_Queens
Queens,Queens,11,2371,Queens_to_Queens
Queens,Queens,12,2668,Queens_to_Queens
Queens,Queens,13,2685,Queens_to_Queens
Queens,Queens,14,2909,Queens_to_Queens
Queens,Queens,15,2724,Queens_to_Queens
Queens,Queens,16,3243,Queens_to_Queens
Queens,Queens,17,4091,Queens_to_Queens
Queens,Queens,18,4480,Queens_to_Queens
Queens,Queens,19,3929,Queens_to_Queens
Queens,Queens,20,3209,Queens_to_Queens
Queens,Queens,21,2218,Queens_to_Queens
Queens,Queens,22,1700,Queens_to_Queens
Queens,Queens,23,1093,Queens_to_Queens
