"year","end station id","end station name","end station latitude","end station longitude","num_trips"
"2018","3356","Amsterdam Ave & W 66 St","40.7746671","-73.98470567","16308"
"2018","3224","W 13 St & Hudson St","40.73997354103409","-74.00513872504234","16154"
"2018","3078","Broadway & Roebling St","40.70924826276157","-73.96063148975372","16095"
"2018","266","Avenue D & E 8 St","40.72368361","-73.97574813","16071"
"2018","3124","46 Ave & 5 St","40.74731","-73.95451","16017"
"2018","3087","Metropolitan Ave & Meeker Ave","40.71413311","-73.95234386","16004"
"2018","3292","5 Ave & E 93 St","40.7857851","-73.957481","15956"
"2018","3139","E 72 St & Park Ave","40.77118287540658","-73.96409422159195","15955"
"2018","3368","5 Ave & 3 St","40.6728155","-73.98352355","15846"
"2018","3383","Cathedral Pkwy & Broadway","40.804213","-73.96699104","15788"
"2018","243","Fulton St & Rockwell Pl","40.688226","-73.979382","15779"
"2018","3242","Schermerhorn St & Court St","40.69102925677968","-73.99183362722397","15768"
"2018","3418","Plaza St West & Flatbush Ave","40.6750207","-73.97111473","15754"
"2018","3109","Banker St & Meserole Ave","40.72606","-73.95621","15709"
"2018","3323","W 106 St & Central Park West","40.7981856","-73.9605909006","15561"
"2018","3408","Congress St & Clinton St","40.6881529","-73.99520919","15284"
"2018","3417","Baltic St & 5 Ave","40.6795766","-73.97854971","15271"
"2018","3115","India St & Manhattan Ave","40.73232194","-73.9550858","15194"
"2018","3312","1 Ave & E 94 St","40.7817212","-73.94594","15180"
"2018","3354","3 St & Prospect Park West","40.668132","-73.97363831","15107"
"2018","3082","Hope St & Union Ave","40.71167351","-73.95141312","15094"
"2018","306","Cliff St & Fulton St_1","40.70823502","-74.00530063","14986"
"2018","3178","Riverside Dr & W 78 St","40.78414472","-73.98362492","14976"
"2018","3376","E 65 St & 2 Ave","40.76471851944339","-73.96222069859505","14956"
"2018","3307","West End Ave & W 94 St","40.7941654","-73.974124","14891"
"2018","244","Willoughby Ave & Hall St","40.69196035","-73.96536851","14884"
"2018","3135","E 75 St & 3 Ave","40.77112927","-73.95772297","14811"
"2018","3150","E 85 St & York Ave","40.77536905","-73.94803392","14790"
