"year","month","start station id","start station name","start station latitude","start station longitude","num_trips"
"2018","01","2003","1 Ave & E 18 St","40.733812191966315","-73.98054420948029","2188"
"2018","01","3158","W 63 St & Broadway","40.77163851","-73.98261428","2183"
"2018","01","236","St Marks Pl & 2 Ave","40.7284186","-73.98713956","2165"
"2018","01","3260","Mercer St & Bleecker St","40.72706363348306","-73.99662137031554","2145"
"2018","01","327","Vesey Pl & River Terrace","40.7153379","-74.01658354","2140"
"2018","01","476","E 31 St & 3 Ave","40.74394314","-73.97966069","2125"
"2018","01","468","Broadway & W 56 St","40.7652654","-73.98192338","2123"
"2018","01","540","Lexington Ave & E 29 St","40.74311555376486","-73.98215353488922","2123"
"2018","01","383","Greenwich Ave & Charles St","40.735238","-74.000271","2122"
"2018","01","526","E 33 St & 5 Ave","40.74765947","-73.98490707","2119"
"2018","01","3258","W 27 St & 10 Ave","40.75018156325683","-74.00218427181244","2113"
"2018","01","410","Suffolk St & Stanton St","40.72066442","-73.98517977","2113"
"2018","01","3224","W 13 St & Hudson St","40.73997354103409","-74.00513872504234","2108"
"2018","01","531","Forsyth St & Broome St","40.71893904","-73.99266288","2097"
"2018","01","312","Allen St & Stanton St","40.722055","-73.989111","2061"
"2018","01","3458","W 55 St & 6 Ave","40.76309387270797","-73.9783501625061","2060"
"2018","01","478","11 Ave & W 41 St","40.76030096","-73.99884222","2054"
"2018","01","3236","W 42 St & Dyer Ave","40.75898481399634","-73.99379968643188","2032"
"2018","01","326","E 11 St & 1 Ave","40.72953837","-73.98426726","2030"
"2018","01","528","2 Ave & E 31 St","40.74290902","-73.97706058","2022"
"2018","01","546","E 30 St & Park Ave S","40.74444921","-73.98303529","1990"
"2018","01","174","E 25 St & 1 Ave","40.7381765","-73.97738662","1987"
"2018","01","3429","Hanson Pl & Ashland Pl","40.68506807308177","-73.97790759801863","1983"
"2018","01","301","E 2 St & Avenue B","40.72217444","-73.98368779","1967"
"2018","01","347","Greenwich St & W Houston St","40.728846","-74.008591","1957"
"2018","01","401","Allen St & Rivington St","40.72019576","-73.98997825","1948"
"2018","01","445","E 10 St & Avenue A","40.72740794","-73.98142006","1945"
"2018","01","3632","E 12 St & Avenue B","40.728048571362606","-73.97881150245667","1932"
"2018","01","336","Sullivan St & Washington Sq","40.73047747","-73.99906065","1928"
"2018","01","417","Barclay St & Church St","40.71291224","-74.01020234","1901"
"2018","01","212","W 16 St & The High Line","40.74334935","-74.00681753","1891"
"2018","01","495","W 47 St & 10 Ave","40.76269882","-73.99301222","1875"
"2018","01","3244","University Pl & E 8 St","40.73143724085228","-73.99490341544151","1863"
"2018","01","458","11 Ave & W 27 St","40.751396","-74.005226","1861"
"2018","01","317","E 6 St & Avenue B","40.72453734","-73.98185424","1860"
"2018","01","2012","E 27 St & 1 Ave","40.739445","-73.976806","1848"
"2018","01","3159","W 67 St & Broadway","40.77492513","-73.98266566","1841"
"2018","01","3142","1 Ave & E 62 St","40.7612274","-73.96094022","1818"
"2018","01","524","W 43 St & 6 Ave","40.75527307","-73.98316936","1817"
"2018","01","361","Allen St & Hester St","40.71605866","-73.99190759","1814"
