"year","month","end station id","end station name","end station latitude","end station longitude","num_trips"
"2018","01","417","Barclay St & Church St","40.71291224","-74.01020234","1903"
"2018","01","495","W 47 St & 10 Ave","40.76269882","-73.99301222","1901"
"2018","01","212","W 16 St & The High Line","40.74334935","-74.00681753","1901"
"2018","01","403","E 2 St & 2 Ave","40.72502876","-73.99069656","1891"
"2018","01","388","W 26 St & 10 Ave","40.749717753","-74.002950346","1888"
"2018","01","515","W 43 St & 10 Ave","40.76009437","-73.99461843","1879"
"2018","01","335","Washington Pl & Broadway","40.72903917","-73.99404649","1874"
"2018","01","265","Stanton St & Chrystie St","40.72229346","-73.99147535","1864"
"2018","01","502","Henry St & Grand St","40.714215","-73.981346","1842"
"2018","01","448","W 37 St & 10 Ave","40.75660359","-73.9979009","1835"
"2018","01","3244","University Pl & E 8 St","40.73143724085228","-73.99490341544151","1829"
"2018","01","530","11 Ave & W 59 St","40.771522","-73.990541","1820"
"2018","01","2012","E 27 St & 1 Ave","40.739445","-73.976806","1814"
"2018","01","3142","1 Ave & E 62 St","40.7612274","-73.96094022","1812"
"2018","01","167","E 39 St & 3 Ave","40.7489006","-73.97604882","1806"
"2018","01","3140","1 Ave & E 78 St","40.77140426","-73.9535166","1795"
"2018","01","361","Allen St & Hester St","40.71605866","-73.99190759","1795"
"2018","01","524","W 43 St & 6 Ave","40.75527307","-73.98316936","1793"
"2018","01","251","Mott St & Prince St","40.72317958","-73.99480012","1781"
"2018","01","3158","W 63 St & Broadway","40.77163851","-73.98261428","1777"
"2018","01","3159","W 67 St & Broadway","40.77492513","-73.98266566","1776"
"2018","01","345","W 13 St & 6 Ave","40.73649403","-73.99704374","1762"
"2018","01","480","W 53 St & 10 Ave","40.76669671","-73.99061728","1743"
"2018","01","346","Bank St & Hudson St","40.73652889","-74.00618026","1742"
"2018","01","447","8 Ave & W 52 St","40.76370739","-73.9851615","1739"
"2018","01","3409","Bergen St & Smith St","40.6867443","-73.99063168","1733"
"2018","01","3467","W Broadway & Spring Street","40.72494672359416","-74.00165855884552","1725"
"2018","01","304","Broadway & Battery Pl","40.70463334","-74.01361706","1722"
"2018","01","267","Broadway & W 36 St","40.75097711","-73.98765428","1717"
"2018","01","3093","N 6 St & Bedford Ave","40.71745169","-73.95850939","1707"
"2018","01","3463","E 16 St & Irving Pl","40.735367055605394","-73.98797392845154","1705"
"2018","01","394","E 9 St & Avenue C","40.72521311","-73.97768752","1698"
"2018","01","305","E 58 St & 3 Ave","40.76095756","-73.96724467","1692"
"2018","01","485","W 37 St & 5 Ave","40.75038009","-73.98338988","1656"
"2018","01","500","Broadway & W 51 St","40.76228826","-73.98336183","1651"
"2018","01","268","Howard St & Centre St","40.71910537","-73.99973337","1651"
"2018","01","405","Washington St & Gansevoort St","40.739323","-74.008119","1651"
"2018","01","539","Metropolitan Ave & Bedford Ave","40.71534825","-73.96024116","1650"
"2018","01","324","DeKalb Ave & Hudson Ave","40.689888","-73.981013","1648"
"2018","01","3147","E 85 St & 3 Ave","40.77801203","-73.95407149","1625"
"2018","01","3165","Central Park West & W 72 St","40.77579376683666","-73.9762057363987","1618"
"2018","01","430","York St & Jay St","40.7014851","-73.98656928","1597"
"2018","01","296","Division St & Bowery","40.71413089","-73.9970468","1596"
"2018","01","257","Lispenard St & Broadway","40.71939226","-74.00247214","1576"
"2018","01","3163","Central Park West & W 68 St","40.7734066","-73.97782542","1575"
"2018","01","328","Watts St & Greenwich St","40.72405549","-74.00965965","1567"
"2018","01","325","E 19 St & 3 Ave","40.73624527","-73.98473765","1565"
"2018","01","319","Fulton St & Broadway","40.711066","-74.009447","1545"
"2018","01","3466","W 45 St & 6 Ave (OLD)","40.75668720603179","-73.98257732391357","1539"
"2018","01","3235","E 41 St & Madison Ave","40.752165280621966","-73.97992193698882","1536"
"2018","01","3635","W 36 St & 9 Ave","40.75462324029105","-73.99516761302948","1535"
"2018","01","412","Forsyth St & Canal St","40.7158155","-73.99422366","1528"
"2018","01","385","E 55 St & 2 Ave","40.75797322","-73.96603308","1526"
"2018","01","501","FDR Drive & E 35 St","40.744219","-73.97121214","1524"
"2018","01","2008","Little West St & 1 Pl","40.70569254","-74.01677685","1517"
"2018","01","442","W 27 St & 7 Ave","40.746647","-73.993915","1514"
"2018","01","195","Liberty St & Broadway","40.70905623","-74.01043382","1512"
"2018","01","3259","9 Ave & W 28 St","40.74937024193277","-73.99923384189606","1511"
"2018","01","3223","E 55 St & 3 Ave","40.758996559605116","-73.96865397691727","1507"
"2018","01","520","W 52 St & 5 Ave","40.75992262","-73.97648516","1502"
"2018","01","3156","E 72 St & York Ave","40.76663814","-73.95348296","1502"
