"end station latitude","end station longitude"
"40.74901271","-73.98848395"
"40.7505853470215","-73.9946848154068"
"40.75594159","-74.0021163"
"40.76370739","-73.9851615"
"40.7746671","-73.98470567"
"40.73935542","-73.99931783"
"40.7546011026","-73.971878855"
"40.76068327096592","-73.9845272898674"
"40.76019252","-73.9912551"
"40.76227205","-73.98788205"
"40.728846","-74.008591"
"40.73172428","-74.00674436"
"40.75462324029105","-73.99516761302948"
"40.76695317","-73.98169333"
"40.75466591","-73.99138152"
"40.76087502","-74.00277668"
"40.76030096","-73.99884222"
"40.75500254","-73.98014437"
"40.751551","-73.993934"
"40.76228826","-73.98336183"
"40.75640548","-73.9900262"
"40.75668720603179","-73.98257732391357"
"40.7575699","-73.99098507"
"40.75763227739443","-73.96930575370789"
"40.75898481399634","-73.99379968643188"
"40.75724567911726","-73.97805914282799"
"40.75513557","-73.98658032"
"40.73314259","-73.97573881"
"40.76344058","-73.98268129"
"40.75510267","-73.97498696"
"40.749156","-73.9916"
"40.77966809007312","-73.98093044757842"
"40.77748046","-73.98288594"
"40.777507027547976","-73.98888587951659"
"40.746647","-73.993915"
"40.74444921","-73.98303529"
"40.718822","-73.99596"
"40.72405549","-74.00965965"
"40.805159","-73.954692"
"40.76590936","-73.97634151"
"40.735238","-74.000271"
"40.75929124","-73.98859651"
"40.76500525","-73.95818491"
"40.76727216","-73.99392888"
"40.751873","-73.977706"
"40.76669671","-73.99061728"
"40.75992262","-73.97648516"
"40.73291553","-74.00711384"
"40.74334935","-74.00681753"
"40.749717753","-74.002950346"
"40.75660359","-73.9979009"
"40.76309387270797","-73.9783501625061"
"40.7652654","-73.98192338"
"40.7981856","-73.9605909006"
"40.73912601","-73.97973776"
"40.73401143","-74.00293877"
"40.73221853","-73.98165557"
"40.71754834","-74.01322069"
"40.74487634","-73.99529885"
"40.71117444","-73.99682619"
"40.73492695","-73.99200509"
"40.76009437","-73.99461843"
"40.76132983124814","-73.97982001304626"
"40.76461837","-73.98789473"
"40.7882213","-73.97041561"
"40.72243797","-74.00566443"
"40.751396","-74.005226"
"40.75714758","-73.97207836"
"40.74937024193277","-73.99923384189606"
"40.75968085","-73.97031366"
"40.76915505","-73.98191841"
"40.75019995","-73.99093085"
"40.7919557","-73.968087"
"40.73997354103409","-74.00513872504234"
"40.74096374","-73.98602213"
"40.75797322","-73.96603308"
"40.74765947","-73.98490707"
"40.746745","-74.007756"
"40.75272201381188","-73.98123621940613"
"40.7462009","-73.98855723"
"40.71939226","-74.00247214"
"40.74311555376486","-73.98215353488922"
"40.711512","-74.015756"
"40.751581","-73.97791"
"40.73038599","-74.00214988"
"40.8013434","-73.9711457439"
"40.75118387463277","-73.97138714790344"
"40.74286877312112","-73.98918628692627"
"40.771522","-73.990541"
"40.75323098","-73.97032517"
"40.76780080148132","-73.96592080593109"
"40.75172632","-73.98753523"
"40.7612274","-73.96094022"
"40.75097711","-73.98765428"
"40.74173969","-73.99415556"
"40.79406660818552","-73.96286845207214"
"40.7390169121","-74.0026376103"
"40.76584941","-73.98690506"
"40.734232","-73.986923"
"40.75299641","-73.98721619"
"40.75527307","-73.98316936"
"40.756014","-73.967416"
"40.7277140777778","-74.01129573583603"
"40.77896784","-73.97374737"
"40.76095756","-73.96724467"
"40.75038009","-73.98338988"
"40.7937704","-73.971888"
"40.7989937","-73.9662173778"
"40.76440023","-73.96648977"
"40.70569254","-74.01677685"
"40.71625008","-74.0091059"
"40.73047747","-73.99906065"
"40.76269882","-73.99301222"
"40.739323","-74.008119"
"40.74734825","-73.99723551"
"40.74144387","-73.97536082"
"40.758996559605116","-73.96865397691727"
"40.8114323","-73.9518776"
"40.72185379","-74.00771779"
"40.714851505262516","-74.01122331619263"
"40.76341379","-73.99667444"
"40.7689738","-73.95482273"
"40.72082834","-73.97793172"
"40.7829391","-73.9786517"
"40.75255434","-73.97282625"
"40.72951496224949","-73.99075269699097"
"40.79025417330419","-73.97718340158461"
"40.72917025","-73.99810231"
"40.746524","-73.977885"
"40.74345335","-74.00004031"
"40.77452835","-73.98753759"
"40.77140426","-73.9535166"
"40.73726186","-73.99238967"
"40.7435337324616","-74.00367558002472"
"40.74691959","-74.00451887"
"40.7597108","-73.97402311"
"40.79313480986663","-73.97700369358063"
"40.74025878","-73.98409214"
"40.752165280621966","-73.97992193698882"
"40.73649403","-73.99704374"
"40.70834698","-74.01713445"
"40.74780373","-73.9734419"
"40.73543934","-73.99453948"
"40.78414472","-73.98362492"
"40.7454973","-74.00197139"
"40.7941654","-73.974124"
"40.7403432","-73.98955109"
"40.72521311","-73.97768752"
"40.744023","-73.976056"
"40.8021174","-73.9681805305"
"40.78339981","-73.98093133"
"40.73143724085228","-73.99490341544151"
"40.70717936","-74.00887308"
"40.7734066","-73.97782542"
"40.8143256","-73.9590255"
"40.72362738","-73.99949601"
"40.73781509","-73.99994661"
"40.7489006","-73.97604882"
"40.71273266","-74.0046073"
"40.74294891660091","-74.00413691997528"
"40.71910537","-73.99973337"
"40.77632142182271","-73.96427392959595"
"40.77163851","-73.98261428"
"40.7691572","-73.96703464"
"40.7149787","-74.013012"
"40.70122128","-74.01234218"
"40.72299208","-73.97995466"
"40.770513","-73.988038"
"40.7801839724239","-73.97728532552719"
"40.77862688","-73.95772073"
"40.809725","-73.953149"
"40.71870987","-74.0090009"
"40.78057799010334","-73.98562431335449"
"40.8086249","-73.9596214"
"40.73535398","-74.00483091"
"40.73827428","-73.98751968"
"40.72217444","-73.98368779"
"40.768254","-73.988639"
"40.76471851944339","-73.96222069859505"
"40.70463334","-74.01361706"
"40.7284186","-73.98713956"
"40.7781314","-73.96069399"
"40.75110165","-73.94073717"
"40.71069994631387","-74.00354146957397"
"40.78112229934166","-73.94965589046478"
"40.7361967","-74.00859207"
"40.71602118","-73.99974372"
"40.742753828659026","-74.00747358798981"
"40.78720869","-73.98128127"
"40.77492513","-73.98266566"
"40.73224119","-74.00026394"
"40.74475148","-73.99915362"
"40.7643971","-73.97371465"
"40.74854862","-73.98808416"
"40.7699426","-73.96060712"
"40.8067581","-73.9607082"
"40.7770575","-73.97898475"
"40.76312584","-73.96526895"
"40.7457121","-73.98194829"
"40.78275","-73.97137"
"40.8082","-73.9641"
"40.78524672","-73.97667321"
"40.72307749068673","-73.98583620786667"
"40.72019521437465","-74.0103006362915"
"40.72165481","-74.00234737"
"40.71748752","-74.0104554"
"40.72430527250332","-73.99600982666016"
"40.71291224","-74.01020234"
"40.73020660529954","-73.99102628231049"
"40.72317958","-73.99480012"
"40.7153379","-74.01658354"
"40.71494807","-74.00234482"
"40.722055","-73.989111"
"40.73223272","-73.98889957"
"40.711066","-74.009447"
"40.73454567","-73.99074142"
"40.728048571362606","-73.97881150245667"
"40.71559509","-73.9870295"
"40.72903917","-73.99404649"
"40.73261787","-73.99158043"
"40.73652889","-74.00618026"
"40.69991755","-73.98971773"
"40.72743423","-73.99379025"
"40.71450451","-74.00562789"
"40.72019576","-73.98997825"
"40.73971301","-73.99456405"
"40.71473993","-74.00910627"
"40.7047177","-74.00926027"
"40.7172274","-73.98802084"
"40.72779126","-73.98564945"
"40.71427487","-73.98990025"
"40.71076228","-73.99400398"
"40.71307916","-73.99851193"
"40.72502876","-73.99069656"
"40.70905623","-74.01043382"
"40.72453734","-73.98185424"
"40.7262807","-73.98978041"
"40.72494672359416","-74.00165855884552"
"40.71911552","-74.00666661"
"40.6830456","-74.00348559"
"40.70934","-73.95608"
"40.71413089","-73.9970468"
"40.7252556952547","-74.00412082672119"
"40.710451","-73.960876"
"40.70862144","-74.00722156"
"40.72710258","-74.00297088"
"40.722103786686034","-73.99724900722504"
"40.70255065","-74.0127234"
"40.75018156325683","-74.00218427181244"
"40.7208736","-73.98085795"
"40.73226398","-73.99852205"
"40.70530954","-74.00612572"
"40.6849668","-73.98620772"
"40.70823502","-74.00530063"
"40.686371","-73.99383324"
"40.72955361","-73.98057249"
"40.7158155","-73.99422366"
"40.72621788","-73.98379855"
"40.714215","-73.981346"
"40.70870368","-73.9448625"
"40.70877084","-73.95095259"
"40.72229346","-73.99147535"
"40.724812564400175","-73.94752621650696"
"40.70355377","-74.00670227"
"40.733812191966315","-73.98054420948029"
"40.68926942","-73.98912867"
"40.73532427","-73.99800419"
"40.71260486","-73.96264403"
"40.717571","-74.005549"
"40.73587678","-73.98205027"
"40.71406667","-73.99293911"
"40.72066442","-73.98517977"
"40.71893904","-73.99266288"
"40.707873","-74.00167"
"40.72706363348306","-73.99662137031554"
"40.71622644","-73.98261206"
"40.73624527","-73.98473765"
"40.70706456","-74.00731853"
"40.70365182","-74.01167797"
"40.72325","-73.94308"
"40.71117416","-74.00016545"
"40.73331967","-73.99510132"
"40.700469","-73.991454"
"40.71173107","-73.99193043"
"40.692418292578466","-73.98949474096298"
"40.78307","-73.95939"
"40.6831164","-73.99785267"
"40.71534825","-73.96024116"
"40.696192","-73.991218"
"40.701907","-74.013942"
"40.72708584","-73.95299117"
"40.697787","-73.973736"
"40.73704984","-73.99009296"
"40.71605866","-73.99190759"
"40.6829151","-73.99318208"
"40.72953837","-73.98426726"
"40.6853761","-73.98302136"
"40.72580614","-73.97422494"
"40.6814598","-73.934903"
"40.70955958","-74.00653609"
"40.71285887","-73.96590294"
"40.71269042","-73.98776323"
"40.72110063","-73.9919254"
"40.68763155","-74.0016256"
"40.6867443","-73.99063168"
"40.72740794","-73.98142006"
"40.7037992","-74.00838676"
"40.713126","-73.984844"
