"year","start station id","start station name","start station latitude","start station longitude","num_trips"
"2018","315","South St & Gouverneur Ln","40.70355377","-74.00670227","47372"
"2018","540","Lexington Ave & E 29 St","40.74311555376486","-73.98215353488922","47246"
"2018","326","E 11 St & 1 Ave","40.72953837","-73.98426726","46746"
"2018","2021","W 45 St & 8 Ave","40.75929124","-73.98859651","46682"
"2018","478","11 Ave & W 41 St","40.76030096","-73.99884222","46411"
"2018","3282","5 Ave & E 88 St","40.78307","-73.95939","46357"
"2018","265","Stanton St & Chrystie St","40.72229346","-73.99147535","46259"
"2018","410","Suffolk St & Stanton St","40.72066442","-73.98517977","45976"
"2018","417","Barclay St & Church St","40.71291224","-74.01020234","45937"
"2018","529","W 42 St & 8 Ave","40.7575699","-73.99098507","45810"
"2018","3158","W 63 St & Broadway","40.77163851","-73.98261428","45579"
"2018","334","W 20 St & 7 Ave","40.74238787","-73.99726235","45273"
"2018","447","8 Ave & W 52 St","40.76370739","-73.9851615","45032"
"2018","3137","5 Ave & E 73 St","40.77282817","-73.96685276","44873"
"2018","212","W 16 St & The High Line","40.74334935","-74.00681753","44623"
"2018","304","Broadway & Battery Pl","40.70463334","-74.01361706","44454"
"2018","3244","University Pl & E 8 St","40.73143724085228","-73.99490341544151","44369"
"2018","361","Allen St & Hester St","40.71605866","-73.99190759","44168"
"2018","524","W 43 St & 6 Ave","40.75527307","-73.98316936","43981"
"2018","476","E 31 St & 3 Ave","40.74394314","-73.97966069","43934"
"2018","448","W 37 St & 10 Ave","40.75660359","-73.9979009","43712"
"2018","167","E 39 St & 3 Ave","40.7489006","-73.97604882","43276"
"2018","503","E 20 St & Park Ave","40.73827428","-73.98751968","43166"
"2018","501","FDR Drive & E 35 St","40.744219","-73.97121214","43085"
"2018","515","W 43 St & 10 Ave","40.76009437","-73.99461843","42927"
"2018","530","11 Ave & W 59 St","40.771522","-73.990541","42888"
"2018","319","Fulton St & Broadway","40.711066","-74.009447","42722"
"2018","539","Metropolitan Ave & Bedford Ave","40.71534825","-73.96024116","42631"
"2018","536","1 Ave & E 30 St","40.74144387","-73.97536082","42621"
"2018","3236","W 42 St & Dyer Ave","40.75898481399634","-73.99379968643188","42302"
"2018","3159","W 67 St & Broadway","40.77492513","-73.98266566","42279"
"2018","412","Forsyth St & Canal St","40.7158155","-73.99422366","42228"
"2018","3429","Hanson Pl & Ashland Pl","40.68506807308177","-73.97790759801863","41907"
"2018","526","E 33 St & 5 Ave","40.74765947","-73.98490707","41662"
"2018","3235","E 41 St & Madison Ave","40.752165280621966","-73.97992193698882","41621"
"2018","268","Howard St & Centre St","40.71910537","-73.99973337","41226"
"2018","3016","Kent Ave & N 7 St","40.72036775298455","-73.96165072917938","41080"
"2018","3168","Central Park West & W 85 St","40.78472675","-73.96961715","41018"
"2018","495","W 47 St & 10 Ave","40.76269882","-73.99301222","40922"
"2018","377","6 Ave & Canal St","40.72243797","-74.00566443","40904"
"2018","305","E 58 St & 3 Ave","40.76095756","-73.96724467","40628"
"2018","433","E 13 St & Avenue A","40.72955361","-73.98057249","40449"
"2018","301","E 2 St & Avenue B","40.72217444","-73.98368779","40326"
"2018","388","W 26 St & 10 Ave","40.749717753","-74.002950346","40280"
"2018","3664","North Moore St & Greenwich St","40.72019521437465","-74.0103006362915","40277"
"2018","546","E 30 St & Park Ave S","40.74444921","-73.98303529","40126"
"2018","3686","Gansevoort St & Hudson St","40.739448201304036","-74.00507032871246","40100"
"2018","3142","1 Ave & E 62 St","40.7612274","-73.96094022","40086"
"2018","335","Washington Pl & Broadway","40.72903917","-73.99404649","39992"
"2018","195","Liberty St & Broadway","40.70905623","-74.01043382","39937"
"2018","267","Broadway & W 36 St","40.75097711","-73.98765428","39698"
"2018","223","W 13 St & 7 Ave","40.73781509","-73.99994661","39660"
"2018","474","5 Ave & E 29 St","40.7451677","-73.98683077","39452"
"2018","469","Broadway & W 53 St","40.76344058","-73.98268129","39386"
"2018","520","W 52 St & 5 Ave","40.75992262","-73.97648516","39158"
"2018","3474","6 Ave & Spring St","40.7252556952547","-74.00412082672119","39115"
"2018","3656","E 2 St & Avenue A","40.72307749068673","-73.98583620786667","39007"
"2018","394","E 9 St & Avenue C","40.72521311","-73.97768752","38710"
"2018","525","W 34 St & 11 Ave","40.75594159","-74.0021163","38647"
"2018","363","West Thames St","40.70834698","-74.01713445","38610"
"2018","3458","W 55 St & 6 Ave","40.76309387270797","-73.9783501625061","38540"
"2018","508","W 46 St & 11 Ave","40.76341379","-73.99667444","38500"
"2018","3140","1 Ave & E 78 St","40.77140426","-73.9535166","38452"
"2018","72","W 52 St & 11 Ave","40.76727216","-73.99392888","38397"
"2018","480","W 53 St & 10 Ave","40.76669671","-73.99061728","38316"
"2018","3093","N 6 St & Bedford Ave","40.71745169","-73.95850939","38298"
"2018","317","E 6 St & Avenue B","40.72453734","-73.98185424","38270"
"2018","532","S 5 Pl & S 5 St","40.710451","-73.960876","37835"
"2018","460","S 4 St & Wythe Ave","40.71285887","-73.96590294","37757"
"2018","533","Broadway & W 38 St","40.75299641","-73.98721619","37705"
"2018","3147","E 85 St & 3 Ave","40.77801203","-73.95407149","37618"
"2018","3463","E 16 St & Irving Pl","40.735367055605394","-73.98797392845154","37511"
"2018","3472","W 15 St & 10 Ave","40.742753828659026","-74.00747358798981","37503"
"2018","174","E 25 St & 1 Ave","40.7381765","-73.97738662","37197"
"2018","346","Bank St & Hudson St","40.73652889","-74.00618026","36658"
"2018","325","E 19 St & 3 Ave","40.73624527","-73.98473765","36560"
"2018","3295","Central Park W & W 96 St","40.79127","-73.964839","36458"
"2018","328","Watts St & Greenwich St","40.72405549","-74.00965965","36424"
"2018","303","Mercer St & Spring St","40.72362738","-73.99949601","36159"
"2018","500","Broadway & W 51 St","40.76228826","-73.98336183","35934"
"2018","3223","E 55 St & 3 Ave","40.758996559605116","-73.96865397691727","35902"
"2018","3467","W Broadway & Spring Street","40.72494672359416","-74.00165855884552","35828"
"2018","2012","E 27 St & 1 Ave","40.739445","-73.976806","35593"
"2018","456","E 53 St & Madison Ave","40.7597108","-73.97402311","35535"
"2018","3409","Bergen St & Smith St","40.6867443","-73.99063168","35343"
"2018","3143","5 Ave & E 78 St","40.77632142182271","-73.96427392959595","35033"
"2018","3632","E 12 St & Avenue B","40.728048571362606","-73.97881150245667","35018"
"2018","252","MacDougal St & Washington Sq","40.73226398","-73.99852205","34839"
"2018","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","34785"
"2018","3461","Murray St & Greenwich St","40.714851505262516","-74.01122331619263","34354"
"2018","355","Bayard St & Baxter St","40.71602118","-73.99974372","34325"
"2018","2010","Grand St & Greene St","40.72165481","-74.00234737","34212"
"2018","254","W 11 St & 6 Ave","40.73532427","-73.99800419","33942"
"2018","2002","Wythe Ave & Metropolitan Ave","40.716887","-73.963198","33654"
"2018","345","W 13 St & 6 Ave","40.73649403","-73.99704374","33599"
"2018","296","Division St & Bowery","40.71413089","-73.9970468","33489"
"2018","350","Clinton St & Grand St","40.71559509","-73.9870295","33382"
"2018","3160","Central Park West & W 76 St","40.77896784","-73.97374737","33333"
"2018","470","W 20 St & 8 Ave","40.74345335","-74.00004031","33321"
"2018","439","E 4 St & 2 Ave","40.7262807","-73.98978041","33203"
"2018","3659","W 17 St & 9 Ave","40.74294891660091","-74.00413691997528","33141"
"2018","257","Lispenard St & Broadway","40.71939226","-74.00247214","33063"
"2018","485","W 37 St & 5 Ave","40.75038009","-73.98338988","32997"
"2018","423","W 54 St & 9 Ave","40.76584941","-73.98690506","32866"
"2018","279","Peck Slip & Front St","40.707873","-74.00167","32768"
"2018","502","Henry St & Grand St","40.714215","-73.981346","32463"
"2018","311","Norfolk St & Broome St","40.7172274","-73.98802084","32212"
"2018","3374","Central Park North & Adam Clayton Powell Blvd","40.799484","-73.955613","32065"
"2018","309","Murray St & West St","40.7149787","-74.013012","31907"
"2018","440","E 45 St & 3 Ave","40.75255434","-73.97282625","31254"
"2018","484","W 44 St & 5 Ave","40.75500254","-73.98014437","31210"
"2018","369","Washington Pl & 6 Ave","40.73224119","-74.00026394","31180"
"2018","217","Old Fulton St","40.70277159","-73.99383605","31145"
"2018","3156","E 72 St & York Ave","40.76663814","-73.95348296","31020"
"2018","3161","W 76 St & Columbus Ave","40.7801839724239","-73.97728532552719","30990"
"2018","441","E 52 St & 2 Ave","40.756014","-73.967416","30612"
"2018","3687","E 33 St & 1 Ave","40.74322681432173","-73.97449783980846","30549"
"2018","259","South St & Whitehall St","40.70122128","-74.01234218","30515"
"2018","3459","E 53 St & 3 Ave","40.75763227739443","-73.96930575370789","30225"
"2018","3431","E 35 St & 3 Ave","40.746524","-73.977885","30177"
"2018","164","E 47 St & 2 Ave","40.75323098","-73.97032517","29932"
"2018","3112","Milton St & Franklin St","40.72906","-73.95779","29611"
"2018","455","1 Ave & E 44 St","40.75001986","-73.96905301","29494"
"2018","391","Clark St & Henry St","40.69760127","-73.99344559","29491"
"2018","513","W 56 St & 10 Ave","40.768254","-73.988639","29447"
"2018","3360","Amsterdam Ave & W 79 St","40.7829391","-73.9786517","29443"
"2018","422","W 59 St & 10 Ave","40.770513","-73.988038","29428"
"2018","2000","Front St & Washington St","40.70255088","-73.98940236","29405"
"2018","3090","N 8 St & Driggs Ave","40.71774592","-73.95600096","29124"
"2018","146","Hudson St & Reade St","40.71625008","-74.0091059","28985"
"2018","3171","Amsterdam Ave & W 82 St","40.78524672","-73.97667321","28793"
"2018","3226","W 82 St & Central Park West","40.78275","-73.97137","28616"
"2018","3440","Fulton St & Adams St","40.692418292578466","-73.98949474096298","28547"
"2018","3283","W 89 St & Columbus Ave","40.7882213","-73.97041561","28310"
"2018","3170","W 84 St & Columbus Ave","40.78499979","-73.97283406","27986"
"2018","150","E 2 St & Avenue C","40.7208736","-73.98085795","27878"
"2018","3674","Jay St & York St","40.701403172577244","-73.98672670125961","27596"
"2018","3173","Riverside Blvd & W 67 St","40.777507027547976","-73.98888587951659","27481"
"2018","473","Rivington St & Chrystie St","40.72110063","-73.9919254","27407"
"2018","3680","E 43 St & 5 Ave","40.754120810779256","-73.98025184869766","27253"
"2018","239","Willoughby St & Fleet St","40.69196566","-73.9813018","27215"
"2018","79","Franklin St & W Broadway","40.71911552","-74.00666661","27148"
"2018","3658","W 18 St & 9 Ave","40.7435337324616","-74.00367558002472","27040"
"2018","3107","Bedford Ave & Nassau Ave","40.72311651","-73.95212324","26673"
"2018","295","Pike St & E Broadway","40.71406667","-73.99293911","26579"
"2018","280","E 10 St & 5 Ave","40.73331967","-73.99510132","26429"
"2018","238","Bank St & Washington St","40.7361967","-74.00859207","26426"
"2018","3684","W 12 St & W 4 St","40.73756121181137","-74.00398269295692","26418"
"2018","247","Perry St & Bleecker St","40.73535398","-74.00483091","26294"
"2018","3423","West Drive & Prospect Park West","40.6610633719006","-73.97945255041122","26237"
"2018","228","E 48 St & 3 Ave","40.7546011026","-73.971878855","26176"
"2018","3259","9 Ave & W 28 St","40.74937024193277","-73.99923384189606","26166"
"2018","3314","W 95 St & Broadway","40.7937704","-73.971888","26163"
"2018","3402","Court St & State St","40.6902375","-73.99203074","26063"
"2018","3092","Berry St & N 8 St","40.7190095","-73.95852515","25880"
"2018","351","Front St & Maiden Ln","40.70530954","-74.00612572","25581"
"2018","3175","W 70 St & Amsterdam Ave","40.77748046","-73.98288594","25581"
"2018","330","Reade St & Broadway","40.71450451","-74.00562789","25422"
"2018","3166","Riverside Dr & W 72 St","40.78057799010334","-73.98562431335449","25380"
"2018","3129","Queens Plaza North & Crescent St","40.75110165","-73.94073717","25208"
"2018","3243","E 58 St & 1 Ave","40.75892386377695","-73.96226227283478","25138"
"2018","467","Dean St & 4 Ave","40.68312489","-73.97895137","24975"
"2018","3177","W 84 St & Broadway","40.7867947","-73.977112","24911"
"2018","3132","E 59 St & Madison Ave","40.76350532","-73.97109243","24865"
"2018","386","Centre St & Worth St","40.71494807","-74.00234482","24810"
"2018","3372","E 74 St & 1 Ave","40.7689738","-73.95482273","24695"
"2018","427","Bus Slip & State St","40.701907","-74.013942","24681"
"2018","357","E 11 St & Broadway","40.73261787","-73.99158043","24481"
"2018","320","Leonard St & Church St","40.717571","-74.005549","24311"
"2018","3635","W 36 St & 9 Ave","40.75462324029105","-73.99516761302948","24238"
"2018","3301","Columbus Ave & W 95 St","40.7919557","-73.968087","24201"
"2018","3521","Lenox Ave & W 111 St","40.7987859","-73.9523","23987"
"2018","321","Cadman Plaza E & Red Cross Pl","40.69991755","-73.98971773","23969"
"2018","415","Pearl St & Hanover Square","40.7047177","-74.00926027","23863"
"2018","3466","W 45 St & 6 Ave (OLD)","40.75668720603179","-73.98257732391357","23831"
"2018","3318","2 Ave & E 96 St","40.7839636","-73.9471673","23827"
"2018","362","Broadway & W 37 St","40.75172632","-73.98753523","23817"
"2018","3119","Vernon Blvd & 50 Ave","40.74232744","-73.95411749","23773"
"2018","3305","E 91 St & 2 Ave","40.78112229934166","-73.94965589046478","23737"
"2018","522","E 51 St & Lexington Ave","40.75714758","-73.97207836","23692"
"2018","323","Lawrence St & Willoughby St","40.69236178","-73.98631746","23570"
"2018","316","Fulton St & William St","40.70955958","-74.00653609","23261"
"2018","308","St James Pl & Oliver St","40.71307916","-73.99851193","23225"
"2018","143","Clinton St & Joralemon St","40.69239502","-73.99337909","23134"
"2018","2009","Catherine St & Monroe St","40.71117444","-73.99682619","23100"
"2018","302","Avenue D & E 3 St","40.72082834","-73.97793172","22961"
"2018","3155","Lexington Ave & E 63 St","40.76440023","-73.96648977","22646"
"2018","3086","Graham Ave & Conselyea St","40.715143","-73.944507","22440"
"2018","366","Clinton Ave & Myrtle Ave","40.693261","-73.968896","22399"
"2018","392","Jay St & Tech Pl","40.695065","-73.987167","22306"
"2018","398","Atlantic Ave & Furman St","40.69165183","-73.9999786","22295"
"2018","3507","Park Ave & E 124 St","40.8045555","-73.9396861","22251"
"2018","264","Maiden Ln & Pearl St","40.70706456","-74.00731853","22125"
"2018","324","DeKalb Ave & Hudson Ave","40.689888","-73.981013","22119"
"2018","3349","Grand Army Plaza & Plaza St West","40.6729679","-73.97087984","22116"
"2018","481","S 3 St & Bedford Ave","40.71260486","-73.96264403","22014"
"2018","3457","E 58 St & Madison Ave","40.76302594280519","-73.97209525108337","21945"
"2018","527","E 33 St & 2 Ave","40.744023","-73.976056","21892"
"2018","406","Hicks St & Montague St","40.69512845","-73.99595065","21879"
"2018","389","Broadway & Berry St","40.71044554","-73.96525063","21873"
"2018","3486","Schermerhorn St & Bond St","40.688417427540834","-73.98451656103134","21813"
"2018","376","John St & William St","40.70862144","-74.00722156","21741"
"2018","3162","W 78 St & Broadway","40.78339981","-73.98093133","21634"
"2018","3462","E 44 St & 2 Ave","40.75118387463277","-73.97138714790344","21605"
"2018","3232","Bond St & Fulton St","40.68962188790333","-73.98304268717766","21513"
"2018","393","E 5 St & Avenue C","40.72299208","-73.97995466","21483"
"2018","454","E 51 St & 1 Ave","40.75455731","-73.96592976","21400"
"2018","3136","5 Ave & E 63 St","40.766368","-73.971518","21323"
"2018","276","Duane St & Greenwich St","40.71748752","-74.0104554","21289"
"2018","3285","W 87 St & Amsterdam Ave","40.78839","-73.9747","21157"
"2018","360","William St & Pine St","40.70717936","-74.00887308","21088"
"2018","3350","W 100 St & Broadway","40.7973721","-73.97041192","21025"
"2018","3148","E 84 St & 1 Ave","40.77565541","-73.95068615","20862"
"2018","314","Cadman Plaza West & Montague St","40.69383","-73.990539","20767"
"2018","3320","Central Park West & W 100 St","40.79406660818552","-73.96286845207214","20749"
"2018","3367","5 Ave & E 103 St","40.7922553","-73.95249933","20661"
"2018","411","E 6 St & Avenue D","40.72228087","-73.97668709","20593"
"2018","3110","Meserole Ave & Manhattan Ave","40.72708584","-73.95299117","20348"
"2018","534","Water - Whitehall Plaza","40.70255065","-74.0127234","20296"
"2018","349","Rivington St & Ridge St","40.71850211","-73.98329859","20288"
"2018","356","Bialystoker Pl & Delancey St","40.71622644","-73.98261206","20080"
"2018","340","Madison St & Clinton St","40.71269042","-73.98776323","20066"
"2018","342","Columbia St & Rivington St","40.71739973","-73.98016555","20017"
"2018","3418","Plaza St West & Flatbush Ave","40.6750207","-73.97111473","19820"
"2018","157","Henry St & Atlantic Ave","40.69089272","-73.99612349","19797"
"2018","2023","E 55 St & Lexington Ave","40.75968085","-73.97031366","19751"
"2018","253","W 13 St & 5 Ave","40.73543934","-73.99453948","19750"
"2018","3534","Frederick Douglass Blvd & W 117 St","40.805159","-73.954692","19657"
"2018","3382","Carroll St & Smith St","40.680611","-73.99475825","19257"
"2018","3134","3 Ave & E 62 St","40.76312584","-73.96526895","19118"
"2018","3113","Greenpoint Ave & Manhattan Ave","40.73026","-73.95394","18909"
"2018","414","Pearl St & Anchorage Pl","40.70281858","-73.98765762","18771"
"2018","270","Adelphi St & Myrtle Ave","40.69308257","-73.97178913","18606"
"2018","258","DeKalb Ave & Vanderbilt Ave","40.68940747","-73.96885458","18604"
"2018","3362","Madison Ave & E 82 St","40.7781314","-73.96069399","18565"
"2018","3383","Cathedral Pkwy & Broadway","40.804213","-73.96699104","18541"
"2018","274","Lafayette Ave & Fort Greene Pl","40.68691865","-73.976682","18308"
"2018","266","Avenue D & E 8 St","40.72368361","-73.97574813","18211"
"2018","337","Old Slip & Front St","40.7037992","-74.00838676","18208"
"2018","3172","W 74 St & Columbus Ave","40.7785669","-73.97754961","18166"
"2018","3346","Berkeley Pl & 7 Ave","40.675146838709786","-73.97523209452629","18114"
"2018","3354","3 St & Prospect Park West","40.668132","-73.97363831","18110"
"2018","471","Grand St & Havemeyer St","40.71286844","-73.95698119","18080"
"2018","3169","Riverside Dr & W 82 St","40.78720869","-73.98128127","18038"
"2018","3293","W 92 St & Broadway","40.7921","-73.9739","18036"
"2018","408","Market St & Cherry St","40.71076228","-73.99400398","18029"
"2018","332","Cherry St","40.71219906","-73.97948148","17952"
"2018","331","Pike St & Monroe St","40.71173107","-73.99193043","17824"
"2018","516","E 47 St & 1 Ave","40.75206862","-73.96784384","17725"
"2018","310","State St & Smith St","40.68926942","-73.98912867","17434"
"2018","390","Duffield St & Willoughby St","40.69221589","-73.9842844","17167"
"2018","3351","E 102 St & 1 Ave","40.7869946","-73.94164802","17150"
"2018","3553","Frederick Douglass Blvd & W 112 St","40.801694","-73.957145","17089"
"2018","282","Kent Ave & S 11 St","40.707644944175705","-73.96841526031494","16924"
"2018","3078","Broadway & Roebling St","40.70924826276157","-73.96063148975372","16897"
"2018","249","Harrison St & Hudson St","40.71870987","-74.0090009","16794"
"2018","341","Stanton St & Mangin St","40.71782143","-73.97628939","16774"
"2018","3336","E 97 St & Madison Ave","40.787801","-73.953559","16771"
"2018","3315","Henry St & Degraw St","40.6847514","-73.99917254","16738"
"2018","3108","Nassau Ave & Russell St","40.72557","-73.94434","16644"
"2018","3356","Amsterdam Ave & W 66 St","40.7746671","-73.98470567","16618"
"2018","3146","E 81 St & 3 Ave","40.77573034","-73.9567526","16616"
"2018","3096","Union Ave & N 12 St","40.71924","-73.95242","16566"
"2018","291","Madison St & Montgomery St","40.713126","-73.984844","16545"
"2018","3101","N 12 St & Bedford Ave","40.72079821","-73.95484712","16545"
"2018","399","Lafayette Ave & St James Pl","40.68851534","-73.9647628","16519"
"2018","3139","E 72 St & Park Ave","40.77118287540658","-73.96409422159195","16409"
"2018","3323","W 106 St & Central Park West","40.7981856","-73.9605909006","16366"
"2018","244","Willoughby Ave & Hall St","40.69196035","-73.96536851","16277"
"2018","3087","Metropolitan Ave & Meeker Ave","40.71413311","-73.95234386","16200"
"2018","3124","46 Ave & 5 St","40.74731","-73.95451","15924"
"2018","3292","5 Ave & E 93 St","40.7857851","-73.957481","15903"
"2018","3116","Huron St & Franklin St","40.73266","-73.95826","15881"
"2018","3242","Schermerhorn St & Court St","40.69102925677968","-73.99183362722397","15844"
"2018","3178","Riverside Dr & W 78 St","40.78414472","-73.98362492","15604"
"2018","364","Lafayette Ave & Classon Ave","40.68900443","-73.96023854","15536"
"2018","3368","5 Ave & 3 St","40.6728155","-73.98352355","15501"
"2018","437","Macon St & Nostrand Ave","40.6809833854","-73.9500479759","15432"
"2018","3109","Banker St & Meserole Ave","40.72606","-73.95621","15384"
"2018","3082","Hope St & Union Ave","40.71167351","-73.95141312","15278"
"2018","3408","Congress St & Clinton St","40.6881529","-73.99520919","15126"
"2018","3307","West End Ave & W 94 St","40.7941654","-73.974124","15103"
"2018","3224","W 13 St & Hudson St","40.73997354103409","-74.00513872504234","15082"
"2018","416","Cumberland St & Lafayette Ave","40.68753406","-73.97265183","14982"
"2018","306","Cliff St & Fulton St_1","40.70823502","-74.00530063","14954"
"2018","3376","E 65 St & 2 Ave","40.76471851944339","-73.96222069859505","14952"
"2018","3115","India St & Manhattan Ave","40.73232194","-73.9550858","14947"
"2018","3145","E 84 St & Park Ave","40.77862688","-73.95772073","14945"
